LAT;-17,248257;;;;;;;;;;;;;
LONG;-50,130914;;;;;;;;;;;;;
;Temperatura do Ar [°C];Ponto de orvalho [°C];Radiação Solar [W/m2];DPV [kPa];Umidade Relativa do Ar [%];Precipitação [mm];Molhamento Foliar [min];Velocidade do Vento [m/s];Velocidade Máxima do Vento [m/s];Direção do Vento [deg];Painel Solar [mV];Bateria [mV];DeltaT [°C];
Data/Horário;avg;avg;avg;avg;avg;sum;time;avg;max;avg;last;last;avg;Daily ET0 [mm]
2019-04-26 07:00:00;18,74;18;2;0,08;96,04;0;60;0,1;0,9;211;6614;6488;0;
2019-04-26 06:00:00;19,25;18,5;0;0,08;95,93;0;60;0;1,1;354;0;6431;0;
2019-04-26 05:00:00;20,17;18,6;0;0,2;91,37;0;60;0,5;1,6;43;0;6445;1;
2019-04-26 04:00:00;20,08;19,3;0;0,08;96,08;0;60;0,1;0,9;351;0;6442;0;
2019-04-26 03:00:00;20,17;19,3;0;0,1;95,46;0;60;0,1;1,2;179;0;6451;1;
2019-04-26 02:00:00;21,2;18,9;0;0,32;87,07;0;30;0,2;1,1;49;0;6451;2;
2019-04-26 01:00:00;21,67;18,7;0;0,42;83,59;0;0;0,7;1,8;48;0;6462;2;
2019-04-26 00:00:00;22,38;18,9;0;0,5;81,04;0;0;0,5;1,4;41;0;6462;2;3,7
2019-04-25 23:00:00;22,57;19,2;0;0,49;81,75;0;0;0,9;1,9;44;0;6459;2;
2019-04-25 22:00:00;23,65;19,2;0;0,68;76,4;0;0;0,7;1,6;79;0;6471;3;
2019-04-25 21:00:00;24,6;19,2;0;0,84;72,46;0;0;0,1;0,9;111;0;6474;4;
2019-04-25 20:00:00;25,52;19,1;0;1,03;68,14;0;0;0,5;1,2;96;0;6477;4;
2019-04-25 19:00:00;26,45;19,4;0;1,17;65,8;0;0;0,7;1,4;99;0;6479;5;
2019-04-25 18:00:00;28,66;19,8;59;1,61;59,08;0;0;0,7;2,2;130;4155;6696;6;
2019-04-25 17:00:00;30,1;19,1;224;2,03;52,18;0;0;1;2,6;131;9600;6747;7;
2019-04-25 16:00:00;31,33;17,1;463;2,61;43;0;0;1,3;3,3;86;8359;6741;9;
2019-04-25 15:00:00;31,22;17,4;642;2,54;43,89;0;0;1,5;4;82;9806;6753;9;
2019-04-25 14:00:00;30,79;18,2;614;2,32;47,51;0;0;1,1;3,3;76;9629;6756;8;
2019-04-25 13:00:00;30,37;18,5;794;2,18;49,49;0;0;1,5;3,9;80;9734;6753;8;
2019-04-25 12:00:00;29,69;19;816;1,94;53,22;0;0;1,6;4,3;66;9729;6750;7;
2019-04-25 11:00:00;27,99;20,7;688;1,31;65,11;0;0;0,7;2,8;82;9542;6747;5;
2019-04-25 10:00:00;25,29;21,2;551;0,68;79,01;0;5;0,3;1,9;348;9519;6741;3;
2019-04-25 09:00:00;21,86;21,4;318;0,06;97,53;0;60;0,1;1;232;9423;6747;0;
2019-04-25 08:00:00;20,93;20,7;118;0,01;99,2;0;60;0;0,9;356;7410;6733;0;
2019-04-25 07:00:00;19,76;19,5;5;0,01;99,1;0;60;0,6;1,7;38;6643;6482;0;
2019-04-25 06:00:00;20,62;20,4;0;0,02;99,05;0;60;0,1;1,2;280;0;6434;0;
2019-04-25 05:00:00;20,59;20,3;0;0,02;98,59;0;60;0;0;262;0;6445;0;
2019-04-25 04:00:00;20,98;20,5;0;0,05;97,68;0;60;0,1;1,2;15;0;6451;0;
2019-04-25 03:00:00;21,25;20,7;0;0,05;97,48;0;60;0,7;1,7;53;0;6457;0;
2019-04-25 02:00:00;21,77;20,8;0;0,12;94,96;0;60;0,6;1,8;59;0;6462;1;
2019-04-25 01:00:00;22,27;21;0;0,17;93,34;0;60;0;1;129;0;6465;1;
2019-04-25 00:00:00;22,99;21,1;0;0,28;89,83;0;60;0,1;1;11;0;6465;1;3,5
2019-04-24 23:00:00;23,39;21,2;0;0,33;88,12;0;25;0,1;1,5;358;0;6468;2;
2019-04-24 22:00:00;23,68;21,2;0;0,39;86,3;0;0;0,3;2,9;350;0;6471;2;
2019-04-24 21:00:00;24,37;21,3;0;0,5;83,46;0;0;1,7;3,3;42;0;6474;2;
2019-04-24 20:00:00;25,58;21,6;0;0,68;79;0;0;1,1;2,4;43;0;6477;3;
2019-04-24 19:00:00;26,81;21,7;0;0,91;73,95;0;0;0,7;1,5;54;0;6479;4;
2019-04-24 18:00:00;28,87;21;27;1,46;62,98;0;0;0,2;1,1;129;4956;6696;5;
2019-04-24 17:00:00;30,69;20,5;235;1,98;54,94;0;0;0,8;2,2;139;8929;6750;7;
2019-04-24 16:00:00;31,01;20,3;471;2,09;53,35;0;0;0,9;2,9;128;9605;6747;7;
2019-04-24 15:00:00;30,63;20,7;571;1,93;55,98;0;0;1,8;4,3;117;9792;6756;7;
2019-04-24 14:00:00;30,44;20,5;526;1,91;55,93;0;0;1,7;4,6;82;9734;6753;7;
2019-04-24 13:00:00;30,75;20,8;838;1,95;55,79;0;0;2;4,5;84;9820;6747;7;
2019-04-24 12:00:00;29,37;22,2;691;1,39;65,8;0;0;1,3;3,6;105;9461;6741;5;
2019-04-24 11:00:00;27,41;22,1;696;0,97;73,39;0;0;0,7;2,3;178;9629;6744;4;
2019-04-24 10:00:00;24,86;21,5;598;0,55;82,35;0;0;0,4;1,6;200;9461;6744;2;
2019-04-24 09:00:00;21,22;20,9;203;0,02;98,66;0;5;0,4;1,6;221;9509;6750;0;
2019-04-24 08:00:00;20,13;19,9;57;0,01;99,2;0;25;0,2;1,2;238;6868;6659;0;
2019-04-24 07:00:00;19,81;19,6;2;0,01;99,2;0;0;0;0,4;317;5085;6451;0;
2019-04-24 06:00:00;19,72;19,5;0;0,01;98,91;0;0;0,1;1,1;3;0;6420;0;
2019-04-24 05:00:00;20,1;19,9;0;0,01;99,05;0;0;0,2;1;105;0;6425;0;
2019-04-24 04:00:00;20,03;19,7;0;0,03;98,45;0;0;0,1;1,2;168;0;6434;0;
2019-04-24 03:00:00;20,43;20,1;0;0,02;98,76;0;0;0,4;1,7;15;0;6440;0;
2019-04-24 02:00:00;20,64;20,3;0;0,03;98,19;0;0;0;0,7;297;0;6445;0;
2019-04-24 01:00:00;20,85;20,3;0;0,06;97,37;0;0;0;0,7;223;0;6457;0;
2019-04-24 00:00:00;21,58;20,7;0;0,12;94,93;0;0;0,1;1,1;20;0;6462;1;3,5
2019-04-23 23:00:00;22,2;20,3;0;0,27;89,62;0;0;0,4;2,6;59;0;6462;1;
2019-04-23 22:00:00;22,65;20,3;0;0,34;87,33;0;0;1,1;2,2;39;0;6465;2;
2019-04-23 21:00:00;23,26;19,9;0;0,51;82;0;0;1,6;3,6;58;0;6471;2;
2019-04-23 20:00:00;24,29;19,6;0;0,72;75,82;0;0;2,3;4,8;43;0;6477;3;
2019-04-23 19:00:00;26,46;22,3;0;0,74;78,44;0;0;0,6;1,3;112;0;6479;3;
2019-04-23 18:00:00;28,81;21,5;61;1,37;65,48;0;0;0,3;1,4;129;4898;6696;5;
2019-04-23 17:00:00;30,08;20,8;255;1,78;57,99;0;0;0,6;2,1;125;9461;6750;6;
2019-04-23 16:00:00;30,9;19,6;473;2,17;51,25;0;0;0,2;1,2;271;9485;6759;8;
2019-04-23 15:00:00;30,56;20,1;656;2;54,06;0;0;0,3;2,8;12;9480;6753;7;
2019-04-23 14:00:00;29,52;20,8;807;1,65;59,8;0;0;0,6;2,4;70;9418;6747;6;
2019-04-23 13:00:00;28,33;20,8;862;1,38;64,15;0;0;0,6;2,4;113;9586;6750;5;
2019-04-23 12:00:00;26,46;21,3;854;0,9;73,66;0;0;0,5;2,2;161;9586;6753;4;
2019-04-23 11:00:00;23,79;20,8;468;0,46;84,05;0;0;0,2;1,2;183;9471;6750;2;
2019-04-23 10:00:00;22,16;20,7;248;0,21;91,99;0,4;0;0,6;2;102;9010;6744;1;
2019-04-23 09:00:00;21,03;20,8;113;0,01;98,93;0;0;0,5;1,9;112;6930;6719;0;
2019-04-23 08:00:00;20,61;20,4;41;0,01;99,21;0;0;0,7;2;198;6782;6596;0;
2019-04-23 07:00:00;20,4;20,2;0;0,01;99,21;0;0;0,7;1,5;235;3633;6442;0;
2019-04-23 06:00:00;20,6;20,4;0;0,01;99,17;0;0;0,3;1,5;235;0;6425;0;
2019-04-23 05:00:00;20,72;20,4;0;0,01;98,94;0;0;0,2;1,1;44;0;6440;0;
2019-04-23 04:00:00;20,58;20,4;0;0,01;99,18;0;0;0,1;0,9;182;0;6437;0;
2019-04-23 03:00:00;20,59;20,3;0;0,02;98,63;0;0;0,8;2,3;225;0;6451;0;
2019-04-23 02:00:00;20,73;20,2;0;0,06;97,2;0;0;1;2,1;272;0;6451;0;
2019-04-23 01:00:00;20,91;20;0;0,11;95,22;0;0;0,6;1,7;204;0;6457;1;
2019-04-23 00:00:00;21,14;20,1;0;0,14;94,01;0;0;1,4;3,4;59;0;6462;1;4
2019-04-22 23:00:00;21,23;20,4;0;0,11;95,19;0;0;2,6;6,9;59;0;6465;1;
2019-04-22 22:00:00;21,37;20,5;0;0,11;95,44;0;0;2,3;5,9;54;0;6468;1;
2019-04-22 21:00:00;21,25;20,6;0;0,08;96,49;0,4;0;1,1;3;41;0;6471;0;
2019-04-22 20:00:00;21,21;20,6;0;0,06;97,09;1,6;0;1,8;3,5;4;0;6471;0;
2019-04-22 19:00:00;21,14;20,8;0;0,02;98,71;2;0;3;7,3;261;0;6468;0;
2019-04-22 18:00:00;22,58;20,6;0;0,3;89,73;27,2;30;4,2;10,2;282;0;6482;1;
2019-04-22 17:00:00;29,14;20,8;42;1,56;61,43;0;0;1;2,6;215;1164;6608;6;
2019-04-22 16:00:00;31,1;19,9;252;2,18;51,77;0;0;0,7;2,3;195;7779;6727;8;
2019-04-22 15:00:00;31,68;19,9;586;2,33;50,06;0;0;1,2;4,1;197;9380;6741;8;
2019-04-22 14:00:00;32,38;19,2;707;2,61;46,06;0;0;0,9;3,1;355;9619;6744;9;
2019-04-22 13:00:00;32;19,3;931;2,5;47,24;0;0;0,9;3,1;312;9566;6747;9;
2019-04-22 12:00:00;30,53;19,9;841;2,02;53,6;0;0;1;4;316;9552;6750;7;
2019-04-22 11:00:00;28,76;20,3;684;1,55;60,66;0;0;0,6;1,7;271;9605;6756;6;
2019-04-22 10:00:00;25,98;20,3;511;0,96;71,27;0;0;0,5;2,1;23;9456;6750;4;
2019-04-22 09:00:00;22,92;19,9;323;0,45;83,61;0;0;0,9;3,1;50;9614;6750;2;
2019-04-22 08:00:00;20,08;18,8;126;0,16;93,08;0;0;1;2,3;32;8704;6741;1;
2019-04-22 07:00:00;19,24;18,5;7;0,08;96,17;0;0;0,4;2,1;94;6681;6502;0;
2019-04-22 06:00:00;19,4;18,5;0;0,11;94,73;0;0;0,3;1;340;0;6445;1;
2019-04-22 05:00:00;19,22;18,4;0;0,09;95,64;0;0;0;1,2;13;0;6451;0;
2019-04-22 04:00:00;19,64;18,6;0;0,12;94,25;0;0;1;3,5;27;0;6454;1;
2019-04-22 03:00:00;20,16;18,9;0;0,16;92,84;0;0;0,9;2,7;51;0;6454;1;
2019-04-22 02:00:00;20,71;18,9;0;0,24;89,88;0;0;0,7;2,8;45;0;6462;1;
2019-04-22 01:00:00;21,44;19,2;0;0,3;87,89;0;0;1;2,5;25;0;6468;1;
2019-04-22 00:00:00;21,86;18,9;0;0,41;84,06;0;0;0,6;1,7;25;0;6465;2;3,9
2019-04-21 23:00:00;22,96;19;0;0,59;78,78;0;0;1,4;3;44;0;6471;3;
2019-04-21 22:00:00;24,01;18,9;0;0,78;73,49;0;0;1,4;2,4;52;0;6471;3;
2019-04-21 21:00:00;24,75;18,9;0;0,91;70,58;0;0;0,9;2;58;0;6474;4;
2019-04-21 20:00:00;26,08;18;0;1,3;61,3;0;0;0,9;1,7;102;0;6482;5;
2019-04-21 19:00:00;27,49;18,1;0;1,57;57,04;0;0;0,6;1,4;137;0;6482;6;
2019-04-21 18:00:00;30,76;16,5;64;2,54;42,68;0;0;0,1;1,3;246;3153;6684;9;
2019-04-21 17:00:00;31,87;15,5;289;2,94;37,53;0;0;0,7;2,2;281;9317;6747;11;
2019-04-21 16:00:00;32,08;16,6;488;2,87;39,75;0;0;0,8;3;289;9576;6747;10;
2019-04-21 15:00:00;31,72;17,2;542;2,7;42,12;0;0;0,8;2,4;304;9705;6756;10;
2019-04-21 14:00:00;31,57;16,8;651;2,7;41,53;0;0;0,7;2,5;334;9705;6753;10;
2019-04-21 13:00:00;30,79;16,2;709;2,57;41,83;0;0;0,9;2,5;10;9480;6744;9;
2019-04-21 12:00:00;29,55;17;844;2,17;47,3;0;0;1,1;2,8;35;9600;6759;8;
2019-04-21 11:00:00;27,39;18,1;719;1,55;57,45;0;0;1,4;3,7;50;9734;6747;6;
2019-04-21 10:00:00;25,12;17,9;581;1,13;64,5;0;0;0,8;2,3;53;9634;6744;5;
2019-04-21 09:00:00;22,03;18;372;0,57;78,72;0;0;0,6;2,3;32;9308;6741;3;
2019-04-21 08:00:00;19,41;17,9;129;0,18;91,61;0;0;0,8;2;39;8608;6747;1;
2019-04-21 07:00:00;17,36;16,6;8;0,08;95,67;0;0;0,1;1,4;252;6681;6499;0;
2019-04-21 06:00:00;18,5;17,4;0;0,13;93,59;0;0;1,1;2,5;39;0;6420;1;
2019-04-21 05:00:00;18,49;17,6;0;0,09;95,27;0;0;1,1;2,5;27;0;6420;0;
2019-04-21 04:00:00;19,03;18;0;0,12;94,1;0;0;0,6;1,4;68;0;6417;1;
2019-04-21 03:00:00;18,81;17,6;0;0,14;93,14;0;0;0;0,7;164;0;6422;1;
2019-04-21 02:00:00;19,82;17,8;0;0,25;88,63;0;0;0,6;2,7;23;0;6428;1;
2019-04-21 01:00:00;20,59;18,4;0;0,29;87,59;0;0;0,3;2,1;37;0;6442;1;
2019-04-21 00:00:00;21,51;18,5;0;0,42;83,43;0;0;0,2;1,1;49;0;6457;2;4,1
2019-04-20 23:00:00;22,65;18;0;0,67;75,52;0;0;0,6;2,1;69;0;6459;3;
2019-04-20 22:00:00;23,29;17,9;0;0,79;72,11;0;0;1;2,4;73;0;6468;4;
2019-04-20 21:00:00;24,57;17,2;0;1,11;63,75;0;0;0,7;2;106;0;6471;5;
2019-04-20 20:00:00;25,36;17,9;0;1,17;63,61;0;0;0,5;1,1;142;0;6471;5;
2019-04-20 19:00:00;26,72;18;0;1,42;59,32;0;0;0,5;1,1;183;0;6482;6;
2019-04-20 18:00:00;29,01;17,6;71;1,98;50,43;0;0;1,1;2,9;199;2329;6687;7;
2019-04-20 17:00:00;30,52;16,9;284;2,42;44,43;0;0;1,5;3,4;211;9576;6761;9;
2019-04-20 16:00:00;31,26;14,6;509;2,87;36,8;0;0;1,5;3,8;245;9696;6753;11;
2019-04-20 15:00:00;31,1;15,9;687;2,69;40,26;0;0;1,9;4,9;200;9705;6756;10;
2019-04-20 14:00:00;31;16,7;816;2,58;42,45;0;0;1,1;3;203;9461;6750;9;
2019-04-20 13:00:00;30,29;16,3;894;2,45;43,05;0;0;0,9;2,1;199;9504;6750;9;
2019-04-20 12:00:00;29,57;16,2;783;2,28;44,65;0;0;0,7;3,1;174;9499;6747;9;
2019-04-20 11:00:00;28,14;15,8;856;2;47,44;0;0;0,9;2,6;92;9744;6756;8;
2019-04-20 10:00:00;25,13;17;633;1,24;61,12;0;0;0,3;1,8;206;9509;6744;5;
2019-04-20 09:00:00;22,02;18;391;0,57;78,44;0;0;0,2;1,5;240;9356;6747;3;
2019-04-20 08:00:00;19,41;17,5;143;0,23;89,44;0;0;0,6;1,9;58;8368;6750;1;
2019-04-20 07:00:00;17,64;16,5;8;0,11;93,87;0;0;0,4;1,5;43;6652;6491;1;
2019-04-20 06:00:00;18,37;16,8;0;0,17;91,36;0;0;0,3;1,4;66;0;6428;1;
2019-04-20 05:00:00;18,3;16,9;0;0,16;92,09;0;0;0;0,6;165;0;6448;1;
2019-04-20 04:00:00;18,87;16,8;0;0,24;88,53;0;0;0,4;2,1;349;0;6448;1;
2019-04-20 03:00:00;20,07;17,2;0;0,37;83,95;0;0;0,6;1,8;24;0;6451;2;
2019-04-20 02:00:00;20,52;16,7;0;0,49;79,58;0;0;0,4;1,5;65;0;6457;2;
2019-04-20 01:00:00;21,29;16,7;0;0,62;75,33;0;0;0,1;1,5;107;0;6457;3;
2019-04-20 00:00:00;21,91;16,9;0;0,68;73,74;0;0;0,2;0,9;95;0;6462;3;4,1
2019-04-19 23:00:00;22,76;16,8;0;0,84;69,43;0;0;0,7;1,7;111;0;6465;4;
2019-04-19 22:00:00;23,61;16,8;0;0,99;65,86;0;0;1;3,1;108;0;6471;4;
2019-04-19 21:00:00;24,26;17;0;1,07;64,25;0;0;0,4;1,2;169;0;6479;5;
2019-04-19 20:00:00;25,07;17,8;0;1,13;64,29;0;0;0,6;1,4;176;0;6482;5;
2019-04-19 19:00:00;26,58;18,2;0;1,37;60,49;0;0;0,8;1,8;184;0;6479;5;
2019-04-19 18:00:00;29,16;17;64;2,09;48,1;0;0;1,4;3,6;205;1356;6599;8;
2019-04-19 17:00:00;30,81;17,3;283;2,46;44,62;0;0;1,9;4,4;209;9634;6747;9;
2019-04-19 16:00:00;31,54;17,4;505;2,63;43,12;0;0;1,6;4,2;205;9715;6747;9;
2019-04-19 15:00:00;31,58;17,2;692;2,67;42,41;0;0;1,3;4,5;201;9634;6744;10;
2019-04-19 14:00:00;31,48;17,4;819;2,6;43,42;0;0;1,1;3,5;153;9590;6750;9;
2019-04-19 13:00:00;30,76;16,8;873;2,49;43,59;0;0;1,1;3,7;172;9495;6756;9;
2019-04-19 12:00:00;29,71;18,5;841;2,02;51,35;0;0;1;3;129;9653;6756;7;
2019-04-19 11:00:00;28,23;19,2;711;1,59;58,34;0;0;1;3,1;150;9629;6756;6;
2019-04-19 10:00:00;25,68;20,7;574;0,83;74,81;0;0;0,4;1,8;158;9509;6747;3;
2019-04-19 09:00:00;22,84;20,8;368;0,3;88,92;0;0;0,4;1,7;212;9365;6750;1;
2019-04-19 08:00:00;21,23;20,4;123;0,1;95,61;0;0;0,1;0,9;154;8009;6744;1;
2019-04-19 07:00:00;20,23;19,8;12;0,04;98,05;0;0;0;0,9;71;6657;6491;0;
2019-04-19 06:00:00;20,32;20;0;0,03;98,33;0;0;0,4;1,7;22;0;6431;0;
2019-04-19 05:00:00;20,83;20,4;0;0,04;98,05;0;0;0,1;1;292;0;6445;0;
2019-04-19 04:00:00;21,18;20,6;0;0,06;97,11;0;0;0;0,7;267;0;6442;0;
2019-04-19 03:00:00;21,38;20,9;0;0,04;97,82;0;0;0,1;1;309;0;6448;0;
2019-04-19 02:00:00;22,04;21,4;0;0,07;96,98;0;0;0;0;182;0;6451;0;
2019-04-19 01:00:00;22,33;21,5;0;0,11;95,58;0;0;0,2;0,9;172;0;6462;1;
2019-04-19 00:00:00;23,16;21,5;0;0,25;90,75;0;0;0,1;0,7;195;0;6468;1;3,6
2019-04-18 23:00:00;23,79;21,5;0;0,36;87,43;0;0;0,1;0,9;296;0;6468;2;
2019-04-18 22:00:00;24,57;21,6;0;0,49;83,83;0;0;0;0,7;216;0;6468;2;
2019-04-18 21:00:00;25,4;21,6;0;0,64;80,09;0;0;0,3;2,1;227;0;6474;3;
2019-04-18 20:00:00;26,57;21,3;0;0,92;73,19;0;0;1;3,6;167;0;6474;4;
2019-04-18 19:00:00;26,91;21,3;0;1;71,65;0;0;1,1;2,6;157;0;6479;4;
2019-04-18 18:00:00;29,57;20,6;54;1,7;59,36;0;0;1,1;3,8;158;1644;6628;6;
2019-04-18 17:00:00;31,21;19,6;264;2,24;50,56;0;0;0,6;1,6;151;8565;6744;8;
2019-04-18 16:00:00;31,55;20;464;2,28;50,8;0;0;1,4;3,3;160;9427;6756;8;
2019-04-18 15:00:00;32,32;18,9;747;2,64;45,25;0;0;0,8;3,1;132;9427;6741;9;
2019-04-18 14:00:00;30,53;20,4;452;1,96;55,02;0;0;0,8;2,4;129;9677;6750;7;
2019-04-18 13:00:00;30,89;21;652;1,96;56,14;0;0;0,8;2,6;188;10108;6761;7;
2019-04-18 12:00:00;29,23;21,6;448;1,46;63,94;0;0;0,4;2;249;9590;6756;5;
2019-04-18 11:00:00;28,54;21,8;564;1,27;67,36;0;0;0,6;2,2;201;9231;6747;5;
2019-04-18 10:00:00;26,48;21,4;575;0,88;74,34;0;0;0,3;1,7;183;9461;6741;3;
2019-04-18 09:00:00;24,39;21,7;363;0,43;85,66;0;0;0,2;1,8;33;9327;6739;2;
2019-04-18 08:00:00;21,67;21,1;134;0,07;96,86;0;0;1,3;2,7;43;7889;6744;0;
2019-04-18 07:00:00;20,51;20,3;9;0,01;99,2;0;0;1,5;4,1;42;6638;6482;0;
2019-04-18 06:00:00;20,85;20,6;0;0,01;99,2;0;0;1,3;3,5;38;0;6425;0;
2019-04-18 05:00:00;21,11;20,9;0;0,01;99,18;0;0;1,3;2,5;42;0;6440;0;
2019-04-18 04:00:00;21,39;21;0;0,03;98,34;0;0;0,9;1,7;41;0;6445;0;
2019-04-18 03:00:00;21,81;21,2;0;0,08;96,59;0;0;0,6;1,5;45;0;6451;0;
2019-04-18 02:00:00;22,19;21,3;0;0,12;94,95;0;0;0,3;1;52;0;6459;1;
2019-04-18 01:00:00;22,53;21,4;0;0,15;94,04;0;0;0,1;1;84;0;6454;1;
2019-04-18 00:00:00;22,94;21,3;0;0,24;90,97;0;0;0;1,5;219;0;6465;1;3,9
2019-04-17 23:00:00;23,09;21,4;0;0,25;90,75;0;0;0,3;2,4;220;0;6471;1;
2019-04-17 22:00:00;24,61;21,1;0;0,57;81,28;0;0;1;2,4;33;0;6471;2;
2019-04-17 21:00:00;25,5;21,2;0;0,73;77,5;0;0;1,1;2,3;42;0;6474;3;
2019-04-17 20:00:00;26,24;21,4;0;0,84;75,26;0;0;0,9;1,8;41;0;6479;3;
2019-04-17 19:00:00;27,62;21,4;0;1,12;69,47;0;0;0,8;1,6;41;0;6485;4;
2019-04-17 18:00:00;29,53;21,1;71;1,6;61,16;0;0;1;2,8;57;4045;6696;6;
2019-04-17 17:00:00;30,75;20,3;297;2,02;54,18;0;0;1,5;3,8;10;9605;6747;7;
2019-04-17 16:00:00;31,21;19,6;531;2,25;50,25;0;0;0,9;2,7;133;9514;6756;8;
2019-04-17 15:00:00;31,39;18,9;681;2,38;47,9;0;0;0,8;3,7;51;9475;6747;8;
2019-04-17 14:00:00;30,72;19,7;787;2,1;52,2;0;0;0,7;2,1;322;9581;6747;7;
2019-04-17 13:00:00;29,68;20,2;844;1,78;57;0;0;0,9;2,7;14;9590;6753;6;
2019-04-17 12:00:00;28,33;21,4;840;1,29;66,39;0;0;0,8;2,4;23;9480;6756;5;
2019-04-17 11:00:00;26,36;21,9;562;0,78;76,94;0;0;1,1;4,3;38;9648;6744;3;
2019-04-17 10:00:00;22,74;22,1;470;0,09;96,85;0;0;0,9;2,9;52;9581;6750;0;
2019-04-17 09:00:00;21,32;21,1;147;0,01;99,24;0;0;0,6;2,4;53;8440;6744;0;
2019-04-17 08:00:00;20,44;20,2;100;0,01;99,23;0;45;0,2;1,1;19;7304;6736;0;
2019-04-17 07:00:00;19,87;19,7;5;0,01;99,23;0;30;0;0,9;21;6628;6482;0;
2019-04-17 06:00:00;19,99;19,8;0;0,01;99,23;0;0;0;0,6;355;0;6428;0;
2019-04-17 05:00:00;20,14;19,9;0;0,01;99,23;0;0;0,3;2;35;0;6440;0;
2019-04-17 04:00:00;20,32;20,1;0;0,01;99,22;0;0;0,4;2;25;0;6451;0;
2019-04-17 03:00:00;20,55;20,3;0;0,01;99,22;0;0;1,3;2,5;41;0;6454;0;
2019-04-17 02:00:00;20,94;20,7;0;0,01;99,21;0;0;1,3;3;33;0;6457;0;
2019-04-17 01:00:00;21,28;21;0;0,02;98,78;0;0;1,5;2,7;43;0;6465;0;
2019-04-17 00:00:00;21,48;21,2;0;0,02;98,78;0;0;1,5;3,3;36;0;6468;0;2,6
2019-04-16 23:00:00;21,63;21,1;0;0,07;97,09;0;0;0,9;2;45;0;6477;0;
2019-04-16 22:00:00;21,88;21,2;0;0,08;96,66;0;0;0,1;1;223;0;6479;0;
2019-04-16 21:00:00;22,42;21,4;0;0,13;94,68;0;0;0,2;1;148;0;6482;1;
2019-04-16 20:00:00;23,02;21;0;0,3;89,08;0;0;1;2,7;74;0;6485;1;
2019-04-16 19:00:00;23,94;21,1;0;0,45;84,58;0;0;0,6;1,5;34;0;6491;2;
2019-04-16 18:00:00;24,8;20,8;49;0,65;78,92;0;0;1,4;4,8;345;1260;6639;3;
2019-04-16 17:00:00;25,13;21,2;188;0,65;79,29;0;0;2,8;5,5;344;9063;6753;3;
2019-04-16 16:00:00;25,07;21;199;0,67;78,62;0;0;2,9;5,8;344;9360;6756;3;
2019-04-16 15:00:00;25,2;20,9;187;0,7;77,83;0;0;4,3;10,9;346;8646;6756;3;
2019-04-16 14:00:00;28,75;22,5;499;1,19;69,57;0;0;2,1;10,8;321;9974;6764;4;
2019-04-16 13:00:00;28,56;22;441;1,24;68,02;0;0;1,3;3;11;9566;6756;5;
2019-04-16 12:00:00;28,36;22,1;524;1,18;69,28;0;0;1,4;4,5;24;9696;6747;4;
2019-04-16 11:00:00;27,37;22,3;468;0,93;74,28;0;0;1;2,9;43;9653;6744;4;
2019-04-16 10:00:00;25,9;22,5;420;0,6;82,03;0;0;1,4;3,4;39;8881;6736;2;
2019-04-16 09:00:00;23,86;22,8;123;0,16;94,25;0;0;0,6;2,8;335;7750;6733;1;
2019-04-16 08:00:00;22,93;22,7;39;0,02;99,21;0;0;0,1;1;288;6763;6588;0;
2019-04-16 07:00:00;22,72;22,5;0;0,02;99,22;0;0;0;0,9;271;3359;6437;0;
2019-04-16 06:00:00;22,83;22,6;0;0,02;99,21;0,2;0;0,2;1;9;0;6434;0;
2019-04-16 05:00:00;22,65;22,4;0;0,02;99,22;0;0;0,7;2,1;67;0;6440;0;
2019-04-16 04:00:00;22,66;22,4;0;0,02;99,22;0;0;0,3;1,7;87;0;6451;0;
2019-04-16 03:00:00;22,76;22,5;0;0,02;99,21;0;0;0,1;1,5;27;0;6445;0;
2019-04-16 02:00:00;22,89;22,4;0;0,06;97,55;0;0;0,2;1,2;41;0;6457;0;
2019-04-16 01:00:00;23,19;22,7;0;0,06;97,42;0;0;0;0,6;26;0;6465;0;
2019-04-16 00:00:00;23,26;22,8;0;0,05;97,72;0;0;0;0,8;152;0;6465;0;3,7
2019-04-15 23:00:00;23,36;22,5;0;0,11;95,81;0;0;0,3;2;124;0;6471;1;
2019-04-15 22:00:00;23,75;22,7;0;0,16;94,39;0;0;0,6;2,9;280;0;6471;1;
2019-04-15 21:00:00;23,85;22,9;0;0,13;95,22;0;0;0,7;1,8;222;0;6479;1;
2019-04-15 20:00:00;24,44;23,3;0;0,17;93,98;0;0;0,4;1,8;216;0;6477;1;
2019-04-15 19:00:00;25,17;23,1;0;0,36;88,57;0;0;0,1;1,9;244;0;6479;2;
2019-04-15 18:00:00;25,61;22,5;16;0,54;83,37;0;0;1;3,6;127;709;6528;2;
2019-04-15 17:00:00;28,03;21,9;93;1,14;69,9;0;0;1,9;5;57;7654;6739;4;
2019-04-15 16:00:00;30,18;21,7;465;1,66;61;0;0;2,2;5,9;33;9801;6753;6;
2019-04-15 15:00:00;30,35;21,5;781;1,74;59,65;0;0;1,8;4,7;15;9753;6756;6;
2019-04-15 14:00:00;30,04;22,1;864;1,57;63,01;0;0;1,9;4,5;36;9859;6753;6;
2019-04-15 13:00:00;29,95;21,8;907;1,59;62,13;0;0;1,4;4,4;63;9753;6753;6;
2019-04-15 12:00:00;28,92;22,3;667;1,27;67,96;0;0;0,8;2,7;67;9868;6753;5;
