LAT;-29,11099;;;;;;;;
LONG;-51,40176;;;;;;;;
;Temperatura do Ar [°C];Ponto de orvalho [°C];Radiação Solar [W/m2];Umidade Relativa do Ar [%];Precipitação [mm];Molhamento Foliar [min];Velocidade do Vento [m/s];Bateria [mV];Daily ET0 [mm]
Data/Horário;avg;avg;avg;avg;sum;time;avg;last;
2015-06-24 23:00:00;10,56;9,1;0;91,95;0;60;1,5;6562;
2015-06-24 22:00:00;10,55;9,6;0;94,78;0,4;60;1,5;6552;
2015-06-24 21:00:00;10,54;9,8;0;96,35;1,4;60;1,3;6572;
2015-06-24 20:00:00;10,45;9,8;0;97,19;2,4;60;0,7;6562;
2015-06-24 19:00:00;10,37;9,7;0;96,95;1,8;60;0,1;6600;
2015-06-24 18:00:00;10,42;9,7;0;96,1;1,8;60;0;6610;
2015-06-24 17:00:00;10,93;9,3;0;90,74;1,4;60;0;6698;
2015-06-24 16:00:00;12,04;8,4;36;79,29;0,2;10;0,3;6864;
2015-06-24 15:00:00;12,41;8;98;75,08;0;0;1;6922;
2015-06-24 14:00:00;12,26;7,7;158;74,71;0;0;1,1;6972;
2015-06-24 13:00:00;11,51;7,2;137;75,72;0;0;0,9;6982;
2015-06-24 12:00:00;10,66;6,2;147;74,9;0;0;0,8;6952;
2015-06-24 11:00:00;9,61;5,4;141;75,69;0;0;0,8;6962;
2015-06-24 10:00:00;8,22;4,2;102;76,78;0;0;0,9;6972;
2015-06-24 09:00:00;6,87;3,6;93;80,76;0;0;1,1;6922;
2015-06-24 08:00:00;5,44;3,2;10;86,35;0;0;0,5;6620;
2015-06-24 07:00:00;5,15;3,2;0;88,11;0;0;0,5;6522;
2015-06-24 06:00:00;5,3;3,1;0;86,75;0;0;0,6;6522;
2015-06-24 05:00:00;5,03;3;0;87,42;0;0;0,3;6552;
2015-06-24 04:00:00;4,76;2,7;0;87,75;0;0;0,1;6532;
2015-06-24 03:00:00;4,81;2,5;0;85,88;0;0;0,6;6542;
2015-06-24 02:00:00;4,43;2,3;0;86,98;0;0;0,6;6562;
2015-06-24 01:00:00;4,41;2,4;0;88,02;0;0;0,3;6552;
2015-06-24 00:00:00;4,52;2,7;0;88,74;0;0;0,2;6562;0,7
2015-06-23 23:00:00;5,05;2,9;0;86,81;0;0;0,2;6572;
2015-06-23 22:00:00;5,56;3,2;0;86,03;0;0;0,3;6600;
2015-06-23 21:00:00;5,79;3,5;0;86,13;0;0;0,3;6590;
2015-06-23 20:00:00;6,2;4,4;0;89;0;0;0,2;6630;
2015-06-23 19:00:00;6,51;4,3;0;86,65;0;0;0,3;6640;
2015-06-23 18:00:00;7,4;4,5;0;83,03;0;0;0,6;6718;
2015-06-23 17:00:00;8,34;5,4;56;82,77;0;0;1;6884;
2015-06-23 16:00:00;8,46;6,1;83;85,89;0;0;1,1;6962;
2015-06-23 15:00:00;8,19;7,3;81;94,91;0;0;1,2;6922;
2015-06-23 14:00:00;8,23;7,4;96;95,45;0;0;1;6962;
2015-06-23 13:00:00;8,81;7,7;124;93,77;0;0;1,3;6942;
2015-06-23 12:00:00;8,93;7,9;137;94,18;0;0;1,7;6942;
2015-06-23 11:00:00;8,46;7,8;78;96,79;0;55;1,3;6922;
2015-06-23 10:00:00;8,28;7,8;31;97,76;0;60;1,5;6698;
2015-06-23 09:00:00;8,57;8,1;18;97,9;0,8;60;1,2;6600;
2015-06-23 08:00:00;8,6;8,3;0;98,91;1,2;60;0,3;6522;
2015-06-23 07:00:00;8,31;7,9;0;98,57;3,2;60;0,4;6502;
2015-06-23 06:00:00;8,38;7,9;0;98,04;2,6;60;1;6502;
2015-06-23 05:00:00;8,14;7,8;0;98,83;0;60;0,9;6484;
2015-06-23 04:00:00;8,01;7,7;0;98,94;3,4;60;1,3;6502;
2015-06-23 03:00:00;9,31;8,9;0;98,92;1;60;1,7;6512;
2015-06-23 02:00:00;12,07;11,8;0;99,64;4,6;60;1,4;6502;
2015-06-23 01:00:00;14,23;13,9;0;99,83;9;60;0,5;6522;
2015-06-23 00:00:00;14,55;14,3;0;99,79;7;60;0,5;6512;0,8
2015-06-22 23:00:00;14,54;14,3;0;99,73;3,6;60;0,2;6512;
2015-06-22 22:00:00;14,6;14,3;0;99,64;2,6;60;0,2;6532;
2015-06-22 21:00:00;14,52;14,2;0;99,56;4,2;60;0;6532;
2015-06-22 20:00:00;14,39;14,1;0;99,46;0,4;60;0;6532;
2015-06-22 19:00:00;14,34;14,1;0;99,29;0,4;60;0,2;6552;
2015-06-22 18:00:00;14,4;14,1;0;99,17;0,2;60;0,3;6552;
2015-06-22 17:00:00;14,36;14;0;98,87;4,6;60;0,7;6590;
2015-06-22 16:00:00;14,33;13,8;0;97,92;1,2;60;0,8;6610;
2015-06-22 15:00:00;14,4;13,7;0;96,76;5,4;60;0,3;6620;
2015-06-22 14:00:00;15,79;14,4;0;92,43;4,6;50;2,2;6668;
2015-06-22 13:00:00;18,16;15,6;57;86,04;0;0;0,2;6932;
2015-06-22 12:00:00;18,64;15,6;124;83,61;0;0;0,2;6922;
2015-06-22 11:00:00;19,32;15,6;309;80,01;0;0;0,5;6962;
2015-06-22 10:00:00;17,41;14,9;187;86,17;0;0;0,4;6982;
2015-06-22 09:00:00;16,13;14,5;72;90,76;0;0;0,4;6914;
2015-06-22 08:00:00;15,54;14,3;7;93,09;0;15;0,1;6590;
2015-06-22 07:00:00;15,12;14,1;0;94,97;0;60;0,4;6512;
2015-06-22 06:00:00;14,73;14,1;0;96,72;0;60;0,3;6494;
2015-06-22 05:00:00;14,73;13,9;0;96,13;0;15;0;6494;
2015-06-22 04:00:00;15,11;14,2;0;95,24;0;0;0,1;6522;
2015-06-22 03:00:00;15,28;14,2;0;94,67;0,2;0;0,3;6522;
2015-06-22 02:00:00;15,45;14,4;0;94,76;0;0;0,4;6522;
2015-06-22 01:00:00;15,7;14,6;0;94,46;0;0;0,5;6512;
2015-06-22 00:00:00;15,94;14,8;0;93,83;0;0;0,5;6522;0,9
2015-06-21 23:00:00;16,21;14,9;0;92,97;0;0;0,5;6532;
2015-06-21 22:00:00;16,3;15;0;92,8;0;0;0,4;6552;
2015-06-21 21:00:00;16,46;15;0;92,15;0;0;0,4;6552;
2015-06-21 20:00:00;16,63;15;0;91,5;0;0;0,4;6562;
2015-06-21 19:00:00;17,21;15;0;87,84;0;0;0,2;6590;
2015-06-21 18:00:00;17,67;15;0;85,18;0;0;0,3;6582;
2015-06-21 17:00:00;18,01;15,1;13;83,92;0;0;0,3;6640;
2015-06-21 16:00:00;18,31;15,3;41;83,48;0;0;0,3;6776;
2015-06-21 15:00:00;18,86;15,1;183;79,49;0;0;0,4;6952;
2015-06-21 14:00:00;18,54;14,9;272;79,92;0;0;0,4;6992;
2015-06-21 13:00:00;18,24;14,6;318;80,47;0;5;0,4;6982;
2015-06-21 12:00:00;16,78;14,1;203;85,01;0;60;0,4;6992;
2015-06-21 11:00:00;15,69;13,7;183;88,73;0;60;0,2;6992;
2015-06-21 10:00:00;14,44;13,1;120;92,4;0;60;0,1;6982;
2015-06-21 09:00:00;13,15;12,3;58;95,73;0,6;60;0,1;6894;
2015-06-21 08:00:00;12,6;11,8;0;96,02;0;60;0,1;6572;
2015-06-21 07:00:00;12,37;11,7;0;96,35;0;60;0;6512;
2015-06-21 06:00:00;12,48;11,2;0;93,19;2,2;60;0;6532;
2015-06-21 05:00:00;12,68;10,7;0;88,79;0;5;0;6512;
2015-06-21 04:00:00;12,51;10,4;0;88,26;0;0;0,2;6542;
2015-06-21 03:00:00;12,19;10,1;0;88,34;0;0;0,2;6542;
2015-06-21 02:00:00;12,27;10;0;86,79;0;0;0,1;6552;
2015-06-21 01:00:00;11,79;9,7;0;87,98;0;0;0,2;6552;
2015-06-21 00:00:00;11,45;9,4;0;88,32;0;0;0,1;6542;1,5
2015-06-20 23:00:00;11,7;9,4;0;87,04;0;0;0,2;6562;
2015-06-20 22:00:00;11,77;9,2;0;85,27;0;0;0,3;6572;
2015-06-20 21:00:00;12,54;9,1;0;80,65;0;0;0,7;6562;
2015-06-20 20:00:00;13,18;9,2;0;77,59;0;0;0,5;6572;
2015-06-20 19:00:00;14,07;9,2;0;73,53;0;0;0,9;6600;
2015-06-20 18:00:00;15,13;9,4;14;69,51;0;0;0,5;6698;
2015-06-20 17:00:00;17,35;9,5;144;60,71;0;0;0,9;6982;
2015-06-20 16:00:00;18,04;9,8;318;59,33;0;0;1,1;6992;
2015-06-20 15:00:00;17,34;9,5;370;60,66;0;0;1,4;6992;
2015-06-20 14:00:00;17;9,3;505;61,4;0;0;1,7;6992;
2015-06-20 13:00:00;16,08;8,9;575;63,33;0;0;1,8;6992;
2015-06-20 12:00:00;14,71;8,6;515;67,59;0;0;1,7;6992;
2015-06-20 11:00:00;12,61;7,8;377;73,19;0;0;1,5;7000;
2015-06-20 10:00:00;10,29;6,5;253;78,54;0;0;0,7;7000;
2015-06-20 09:00:00;7,95;5,1;121;83,19;0;0;0,4;7000;
2015-06-20 08:00:00;6,47;4,2;10;86,59;0;0;1,1;6630;
2015-06-20 07:00:00;5,84;3,6;0;86,86;0;0;1,2;6542;
2015-06-20 06:00:00;5,86;3,4;0;85,15;0;0;1,8;6532;
2015-06-20 05:00:00;5,72;3,2;0;84,88;0;0;2,1;6532;
2015-06-20 04:00:00;5,71;3;0;83,56;0;0;2,3;6542;
2015-06-20 03:00:00;5,56;2,5;0;81,54;0;0;1,4;6562;
2015-06-20 02:00:00;5,69;2,3;0;79,56;0;0;1,5;6562;
2015-06-20 01:00:00;5,62;2,4;0;80,75;0;0;1,8;6572;
2015-06-20 00:00:00;6;2,7;0;80,25;0;0;2;6552;1
2015-06-19 23:00:00;6,39;3,1;0;80,52;0;0;1,7;6582;
2015-06-19 22:00:00;6,4;3,7;0;84,2;0;0;1,1;6590;
2015-06-19 21:00:00;6,13;4,4;0;89,46;0;0;0,5;6610;
2015-06-19 20:00:00;5,9;4,3;0;90,48;0;0;0,6;6630;
2015-06-19 19:00:00;6,21;4,2;0;87,91;0;0;0,8;6688;
2015-06-19 18:00:00;7,99;4,5;14;79,58;0;0;1,7;6786;
2015-06-19 17:00:00;10,81;5,3;144;69,63;0;0;0,7;6982;
2015-06-19 16:00:00;11,95;4,6;314;61,85;0;0;0,6;6992;
2015-06-19 15:00:00;11,77;3,9;399;59,51;0;0;0,5;6992;
2015-06-19 14:00:00;10,78;3,6;544;61,72;0;0;0,6;6992;
2015-06-19 13:00:00;9,07;3;567;66,39;0;0;0,7;7000;
2015-06-19 12:00:00;7,26;2,8;535;74,13;0;20;0,8;7000;
2015-06-19 11:00:00;4,4;3,2;395;93,22;0;60;0,6;7000;
2015-06-19 10:00:00;2,38;2,1;123;98,99;0;60;0;7000;
2015-06-19 09:00:00;0,92;0,5;60;98,59;0,2;60;0;6982;
2015-06-19 08:00:00;0,97;0,6;9;98,2;0;60;0;6650;
2015-06-19 07:00:00;1,17;0,6;0;96,75;0;60;0;6502;
2015-06-19 06:00:00;2,15;1,3;0;95,5;0;60;0;6512;
2015-06-19 05:00:00;2,65;1,6;0;93,78;0;60;0,1;6502;
2015-06-19 04:00:00;3,2;1,5;0;90,09;0;55;0,4;6502;
2015-06-19 03:00:00;3,7;2,1;0;90,16;0;60;0,8;6532;
2015-06-19 02:00:00;4,07;2,6;0;91,24;0;55;1,1;6522;
2015-06-19 01:00:00;4,61;2,8;0;89,17;0;50;1,5;6572;
2015-06-19 00:00:00;4,81;2,7;0;87,12;0;60;1;6590;0,7
2015-06-18 23:00:00;5,05;2,8;0;86,19;0;60;1,3;6582;
2015-06-18 22:00:00;5,44;2,8;0;84,02;0;60;2,1;6572;
2015-06-18 21:00:00;5,77;3,7;0;87,8;0;60;1,8;6610;
2015-06-18 20:00:00;6,32;4,9;0;91,7;0;60;2;6620;
2015-06-18 19:00:00;6,77;5,9;0;95,34;0,2;60;1,8;6640;
2015-06-18 18:00:00;7,53;6,8;0;96,07;0;60;1,5;6640;
2015-06-18 17:00:00;8,29;7,7;14;96,87;0,4;60;1;6786;
2015-06-18 16:00:00;8,5;7,8;29;96,31;0,2;60;1,1;6904;
2015-06-18 15:00:00;9,14;8,4;88;95,91;0,2;60;1,4;6992;
2015-06-18 14:00:00;9,48;8,7;102;95,87;0,2;60;1,2;6982;
2015-06-18 13:00:00;9,58;8,5;85;94,11;0;25;1,6;6992;
2015-06-18 12:00:00;10,04;8,4;133;90,42;0;0;1,2;6992;
2015-06-18 11:00:00;9,61;8,1;139;91,21;0;0;1,1;6952;
2015-06-18 10:00:00;8,37;7,8;56;97,07;0;0;1;6962;
2015-06-18 09:00:00;7,9;7,2;16;96,06;0;40;1,3;6640;
2015-06-18 08:00:00;7,71;6,9;0;95,75;0;60;2;6582;
2015-06-18 07:00:00;8,31;8;0;98,56;0,2;60;1,8;6542;
2015-06-18 06:00:00;9,54;9,4;0;99,17;0,4;60;0,9;6562;
2015-06-18 05:00:00;9,32;9,1;0;99;0,6;60;0,2;6562;
2015-06-18 04:00:00;9,23;8,9;0;98,63;6,4;10;0,3;6552;
2015-06-18 03:00:00;9,21;8,7;0;97,58;5,6;0;0,5;6562;
2015-06-18 02:00:00;9,39;8,6;0;96,04;8,4;0;1,4;6552;
2015-06-18 01:00:00;9,8;8,9;0;95,35;8;50;2;6572;
2015-06-18 00:00:00;10,75;9,8;0;95,18;7,6;60;3,2;6582;0,9
2015-06-17 23:00:00;13,24;12,6;0;96,71;1;60;2;6572;
2015-06-17 22:00:00;13,45;13,1;0;98,53;0,4;60;0,4;6590;
2015-06-17 21:00:00;13,23;12,8;0;98,87;0,2;60;0,2;6590;
2015-06-17 20:00:00;12,94;12,6;0;98,89;2,4;60;0,3;6590;
2015-06-17 19:00:00;12,75;12,3;0;98,67;1,2;60;0;6620;
2015-06-17 18:00:00;12,58;12,2;0;98,22;0,4;60;0;6620;
2015-06-17 17:00:00;12,46;11,8;0;96,59;2,4;60;0,1;6650;
2015-06-17 16:00:00;13,08;10,7;20;86,33;0,6;45;0;6786;
2015-06-17 15:00:00;14,06;9,3;45;74,07;0;0;0,5;6854;
2015-06-17 14:00:00;15,75;8,6;136;63,23;0;0;0,3;6952;
2015-06-17 13:00:00;16,28;7,9;250;58,32;0;0;0,4;6962;
2015-06-17 12:00:00;15,07;6,7;324;58,14;0;0;0,3;6992;
2015-06-17 11:00:00;14,14;6,1;394;59,33;0;0;0,5;6992;
2015-06-17 10:00:00;11,42;5,2;310;66,22;0;0;0,3;7000;
2015-06-17 09:00:00;8,16;3,8;98;75,28;0;0;0;7000;
2015-06-17 08:00:00;6,87;3,2;11;78,41;0;0;0;6630;
2015-06-17 07:00:00;7,14;3;0;76,03;0;0;0;6502;
2015-06-17 06:00:00;6,95;2,9;0;75,88;0;0;0;6494;
2015-06-17 05:00:00;7,95;2,9;0;71,24;0;0;0;6512;
2015-06-17 04:00:00;7,17;2,6;0;73,33;0;0;0;6502;
2015-06-17 03:00:00;6,9;2,2;0;72,9;0;0;0;6522;
2015-06-17 02:00:00;7,17;2,1;0;71,02;0;0;0,1;6532;
2015-06-17 01:00:00;7,11;2,1;0;71,48;0;0;0,3;6532;
2015-06-17 00:00:00;7,9;2,9;0;71,45;0;0;0,2;6522;1
2015-06-16 23:00:00;7,89;3,8;0;76,66;0;0;0,1;6532;
2015-06-16 22:00:00;8,31;4;0;75,48;0;0;0;6542;
2015-06-16 21:00:00;8,87;4,1;0;72,73;0;0;0;6582;
2015-06-16 20:00:00;9,98;3,9;0;66,61;0;0;0;6582;
2015-06-16 19:00:00;10,98;3,5;0;60,76;0;0;0;6630;
2015-06-16 18:00:00;12,6;3,4;15;54,54;0;0;0;6698;
2015-06-16 17:00:00;14,94;3,3;150;46,7;0;0;0,1;6982;
2015-06-16 16:00:00;15,2;3,3;322;45,73;0;0;0,7;6992;
2015-06-16 15:00:00;14,43;3,2;462;47,63;0;0;0,7;6992;
2015-06-16 14:00:00;13,48;3,5;547;51,87;0;0;0,9;6992;
2015-06-16 13:00:00;12,27;3,2;572;54,8;0;0;0,8;6992;
2015-06-16 12:00:00;10,55;3,3;533;61,83;0;0;0,7;7000;
2015-06-16 11:00:00;7,38;3,3;434;76,49;0;0;0,6;7000;
2015-06-16 10:00:00;3,69;3,4;262;98,91;0,2;0;0,3;7010;
2015-06-16 09:00:00;1,78;1,6;86;99,27;0;0;0;6992;
2015-06-16 08:00:00;1,25;1,1;15;99,12;0;0;0;6688;
2015-06-16 07:00:00;1,5;1,2;0;98,97;0;0;0,1;6494;
2015-06-16 06:00:00;1,37;1;0;98,63;0;0;0;6522;
2015-06-16 05:00:00;0,54;0,1;0;97,89;0;0;0;6522;
2015-06-16 04:00:00;0,95;0,4;0;96,87;0;0;0;6502;
2015-06-16 03:00:00;1,52;0,6;0;94,67;0;0;0;6532;
2015-06-16 02:00:00;2,2;0,9;0;91,84;0;0;0;6522;
2015-06-16 01:00:00;3,56;1,2;0;85,92;0;0;0;6552;
2015-06-16 00:00:00;3,83;1,2;0;83,94;0;0;0;6552;1,4
2015-06-15 23:00:00;4,22;1,1;0;81,34;0;0;0;6572;
2015-06-15 22:00:00;5,67;0,3;0;69,01;0;0;0,2;6572;
2015-06-15 21:00:00;6,21;0;0;64,69;0;0;0;6600;
2015-06-15 20:00:00;6,82;-0,1;0;61,44;0;0;0,3;6650;
2015-06-15 19:00:00;7,73;-0,7;0;54,91;0;0;0,8;6728;
2015-06-15 18:00:00;8,88;-1,6;14;47,77;0;0;1,1;6834;
2015-06-15 17:00:00;10,53;-1,9;147;41,93;0;0;2,8;6992;
2015-06-15 16:00:00;11,18;-0,8;318;43,72;0;0;3,1;7000;
2015-06-15 15:00:00;11,04;-0,2;457;45,92;0;0;3,3;7000;
2015-06-15 14:00:00;10,73;0,3;544;48,91;0;0;3;7000;
2015-06-15 13:00:00;9,79;0;532;50,66;0;0;3,8;7000;
2015-06-15 12:00:00;9,31;0,9;532;56,4;0;0;3;7000;
2015-06-15 11:00:00;8,28;2,6;433;68,51;0;0;2,2;7000;
2015-06-15 10:00:00;6,65;3,8;288;82,93;0;0;0,8;7000;
2015-06-15 09:00:00;4,68;3,6;125;94,11;0;0;0,2;7010;
2015-06-15 08:00:00;3,79;2;10;88,98;0;0;0;6650;
2015-06-15 07:00:00;4,57;1,5;0;81,35;0;0;0;6552;
2015-06-15 06:00:00;5,19;2,1;0;81,27;0;0;0,2;6582;
2015-06-15 05:00:00;6,09;2,8;0;80,56;0;0;0,6;6582;
2015-06-15 04:00:00;6,28;4,1;0;86,93;0;0;0,3;6590;
2015-06-15 03:00:00;6,76;4,6;0;86,81;0;0;0,6;6582;
2015-06-15 02:00:00;7,38;4,9;0;85,42;0;0;1,6;6582;
2015-06-15 01:00:00;7,99;5,4;0;84,64;0;0;2;6590;
2015-06-15 00:00:00;9,29;7;0;86,43;0;0;3,1;6600;0,7
2015-06-14 23:00:00;10,21;8,4;0;89,4;0;0;2,5;6610;
2015-06-14 22:00:00;10,65;9;0;90,51;0;0;0,9;6630;
2015-06-14 21:00:00;10,99;9,4;0;91,09;0;0;0,9;6640;
2015-06-14 20:00:00;12,02;10,8;0;93,44;0;0;0,6;6650;
2015-06-14 19:00:00;12,39;11,4;0;94,5;0;0;0,4;6620;
2015-06-14 18:00:00;12,93;11,7;0;93,24;0;0;0,2;6688;
2015-06-14 17:00:00;13,75;11,9;47;89,63;0;0;0,3;6894;
2015-06-14 16:00:00;14,23;11,9;138;86,95;0;0;1,3;6962;
2015-06-14 15:00:00;14,34;12,4;165;89;0;0;1,3;7000;
2015-06-14 14:00:00;14,37;12,5;119;89,67;0;0;1;6962;
2015-06-14 13:00:00;14,79;12,9;158;89,36;0;0;0,8;6982;
2015-06-14 12:00:00;14,13;13,3;187;95,82;0;35;1,3;7000;
2015-06-14 11:00:00;13,62;13,3;75;99,52;0;60;1,1;6884;
2015-06-14 10:00:00;13,66;13,4;59;99,81;0,2;60;0,5;6786;
2015-06-14 09:00:00;13,25;13;8;99,76;0,6;60;0,8;6600;
2015-06-14 08:00:00;13,22;12,9;0;99,68;0,2;60;0,1;6532;
2015-06-14 07:00:00;13,33;13,1;0;99,64;0;60;0,1;6542;
2015-06-14 06:00:00;13,35;13,1;0;99,58;1;60;0;6552;
2015-06-14 05:00:00;13,19;12,9;0;99,51;0,2;60;0,1;6542;
2015-06-14 04:00:00;12,96;12,7;0;99,39;1,2;60;0,1;6532;
2015-06-14 03:00:00;12,88;12,6;0;99,31;1;60;0,3;6552;
2015-06-14 02:00:00;12,79;12,5;0;99,17;0;60;0,1;6542;
2015-06-14 01:00:00;12,76;12,4;0;99;1,6;60;0,2;6532;
2015-06-14 00:00:00;12,74;12,4;0;98,62;1,8;60;0,1;6532;0,9
2015-06-13 23:00:00;12,84;12,3;0;97,88;3,4;60;0,8;6512;
2015-06-13 22:00:00;13,14;12,5;0;97,29;0,8;60;0,7;6542;
2015-06-13 21:00:00;13,54;13;0;97,55;2;60;0,7;6562;
2015-06-13 20:00:00;14,02;13,4;0;96,69;1;60;0,7;6572;
2015-06-13 19:00:00;15,03;13,7;0;92,84;1,2;25;0,7;6572;
2015-06-13 18:00:00;15,81;13,9;0;89,25;0;0;0,5;6630;
2015-06-13 17:00:00;15,74;13,4;36;87,15;0;0;0,2;6806;
2015-06-13 16:00:00;16,58;13,5;84;83,23;0;0;0,3;6962;
2015-06-13 15:00:00;17,41;13,3;200;77,87;0;0;0,5;6972;
2015-06-13 14:00:00;16,51;12,6;266;78,89;0;0;0,5;6992;
2015-06-13 13:00:00;15,61;12,1;229;80,39;0;0;0,7;6992;
2015-06-13 12:00:00;15,27;11,5;248;79,16;0;0;0,4;6992;
2015-06-13 11:00:00;14,63;11,1;199;80,13;0;0;0,2;6982;
2015-06-13 10:00:00;13,51;10,5;183;82,81;0;0;0,1;6992;
2015-06-13 09:00:00;11,92;9,8;74;87,59;0;0;0,1;6972;
2015-06-13 08:00:00;10,91;9,4;0;91,14;0;0;0;6600;
2015-06-13 07:00:00;10,72;9,1;0;90,83;0;0;0;6562;
2015-06-13 06:00:00;10,87;9,1;0;89,86;0;0;0,1;6590;
2015-06-13 05:00:00;10,91;9,1;0;89,77;0;0;0,2;6590;
2015-06-13 04:00:00;10,72;9;0;90,19;0;0;0,1;6572;
2015-06-13 03:00:00;10,72;9,1;0;90,87;0;0;0,1;6582;
2015-06-13 02:00:00;10,5;9,3;0;93,4;0;0;0;6562;
2015-06-13 01:00:00;10,16;8,9;0;92,67;0;0;0;6572;
2015-06-13 00:00:00;9,36;7,8;0;91,08;0;0;0,2;6572;1
2015-06-12 23:00:00;8,39;6;0;85,91;0;0;0;6590;
2015-06-12 22:00:00;8,79;6,2;0;84,56;0;0;0;6600;
2015-06-12 21:00:00;9,08;6,4;0;84,48;0;0;0;6610;
2015-06-12 20:00:00;9,78;6,3;0;80,03;0;0;0,2;6660;
2015-06-12 19:00:00;11,24;6,1;0;71,8;0;0;0,5;6718;
2015-06-12 18:00:00;12,41;7,8;14;74,31;0;0;0,1;6796;
2015-06-12 17:00:00;15,27;7,6;146;61,16;0;0;0,2;6982;
2015-06-12 16:00:00;15,73;7,9;318;60,33;0;0;0,7;6992;
2015-06-12 15:00:00;15,71;7,7;462;59,73;0;0;0,7;6992;
2015-06-12 14:00:00;14,5;8,1;550;66,22;0;0;0,7;6992;
2015-06-12 13:00:00;12,96;7,9;576;72,55;0;0;0,5;6992;
2015-06-12 12:00:00;10,07;7,7;543;86,93;0;25;0,5;6992;
2015-06-12 11:00:00;6,67;6,5;340;99,77;0;60;0,2;7000;
2015-06-12 10:00:00;4,87;4,7;136;99,78;0;60;0,3;6982;
2015-06-12 09:00:00;4,06;3,9;41;99,72;0;60;0,1;6796;
2015-06-12 08:00:00;3,2;3;0;99,62;0,2;60;0;6582;
2015-06-12 07:00:00;3,29;3,1;0;99,55;0;60;0;6494;
2015-06-12 06:00:00;3,5;3,3;0;99,45;0;60;0;6522;
2015-06-12 05:00:00;3,11;2,9;0;99,25;0;60;0;6502;
2015-06-12 04:00:00;3,28;3;0;98,98;0;60;0;6522;
2015-06-12 03:00:00;3,56;3,2;0;98,48;0;60;0;6502;
2015-06-12 02:00:00;4,63;4,1;0;97,58;0;60;0;6502;
2015-06-12 01:00:00;6,21;5,5;0;95,85;0,2;60;0;6522;
2015-06-12 00:00:00;7,2;6,5;0;96,02;0;60;0;6542;0,6
2015-06-11 23:00:00;7,09;6,2;0;95,38;0;60;0;6552;
2015-06-11 22:00:00;7,62;6,5;0;93,83;0;60;0;6562;
2015-06-11 21:00:00;7,87;6,7;0;93,31;0;60;0;6572;
2015-06-11 20:00:00;9,14;7,8;0;92,58;0;60;0,9;6572;
2015-06-11 19:00:00;10,28;9,7;0;96,73;0,2;60;0,8;6610;
2015-06-11 18:00:00;10,8;10,4;0;98,42;0;60;1,1;6620;
2015-06-11 17:00:00;11,25;10,7;14;97,52;0;60;1,7;6718;
2015-06-11 16:00:00;12,08;11,4;58;96,43;0,2;60;1,1;6874;
2015-06-11 15:00:00;11,72;10,9;46;96,08;0,2;60;1,7;6884;
2015-06-11 14:00:00;11,66;11;62;96,41;2;60;2,5;6874;
2015-06-11 13:00:00;12,02;11,2;40;95,68;3,2;60;3,8;6776;
2015-06-11 12:00:00;12,91;12,5;18;98,22;9;60;2,5;6660;
2015-06-11 11:00:00;13,8;13,5;22;99,32;7,8;60;0,9;6698;
2015-06-11 10:00:00;14,77;14,5;18;99,59;4;60;0,6;6630;
2015-06-11 09:00:00;15,59;15,3;8;99,61;10;60;0,3;6610;
2015-06-11 08:00:00;16,05;15,8;0;99,62;3;60;0,2;6542;
2015-06-11 07:00:00;15,81;15,5;0;99,59;2,4;60;0,1;6552;
2015-06-11 06:00:00;15,57;15,3;0;99,56;0,2;60;0;6552;
2015-06-11 05:00:00;15,47;15,2;0;99,54;0;60;0;6542;
2015-06-11 04:00:00;15,49;15,2;0;99,5;0;60;0,1;6552;
2015-06-11 03:00:00;15,53;15,2;0;99,47;0;60;0;6552;
2015-06-11 02:00:00;15,55;15,3;0;99,44;0,2;60;0;6562;
2015-06-11 01:00:00;16,19;15,9;0;99,38;0,2;60;0,3;6572;
2015-06-11 00:00:00;17,1;16,8;0;99,25;0,2;60;0,6;6562;1,1
2015-06-10 23:00:00;17,21;16,9;0;99,02;0,2;60;0,4;6590;
2015-06-10 22:00:00;17,22;16,9;0;98,7;0,8;60;0,7;6582;
2015-06-10 21:00:00;17,2;16,8;0;98,29;6,2;60;1,3;6600;
2015-06-10 20:00:00;17,45;16,7;0;96,69;9;60;0,5;6600;
2015-06-10 19:00:00;18,08;16,4;0;91,01;0,6;60;1;6610;
2015-06-10 18:00:00;20,15;15,1;0;74,05;0,2;20;1,3;6630;
2015-06-10 17:00:00;20,84;14,8;16;69,44;0;25;1,4;6728;
2015-06-10 16:00:00;20,93;15,2;47;70,48;0;30;0,7;6962;
2015-06-10 15:00:00;21,58;15;99;67,32;0;0;0,1;6884;
2015-06-10 14:00:00;20,97;15,1;68;69,81;0;0;0,3;6972;
2015-06-10 13:00:00;21,92;14,7;150;64,41;0;0;0,3;6962;
2015-06-10 12:00:00;21,82;14,2;274;62,8;0;0;0,8;6972;
2015-06-10 11:00:00;20,75;13,5;434;64,09;0;0;0,8;6992;
2015-06-10 10:00:00;19,05;13,3;284;70,31;0;0;0,2;6992;
2015-06-10 09:00:00;17,32;12,7;121;74,97;0;0;0,2;6992;
2015-06-10 08:00:00;15,68;12,2;10;80,52;0;0;0,3;6630;
2015-06-10 07:00:00;15,28;12,1;0;82,25;0;0;0,1;6552;
2015-06-10 06:00:00;15,41;12,4;0;83,37;0;0;0;6562;
2015-06-10 05:00:00;15,57;12,9;0;85,26;0;0;0;6562;
